725,102,1132,122,1127,213,720,193,text
1186,121,1552,134,1549,226,1183,213,text
839,716,1477,707,1478,827,840,836,text
1410,946,1518,941,1521,999,1413,1004,text
313,28,518,37,515,87,310,78,text
302,77,505,86,504,120,301,111,text
615,376,1404,399,1401,518,612,495,text
1134,561,1348,558,1349,617,1135,620,text
228,1100,861,1081,862,1109,229,1128,text
895,1082,1309,1065,1310,1090,896,1107,text
230,1133,956,1114,957,1143,231,1162,text
228,1166,644,1155,645,1187,229,1198,text
228,1226,658,1211,659,1241,229,1256,text
544,967,589,964,590,984,545,987,text
541,991,594,988,595,1001,542,1004,text
