210,485,435,478,436,509,211,516,text
395,643,444,646,443,664,394,661,text
502,641,568,644,567,661,501,658,text
782,607,949,610,948,633,781,630,text
1284,466,1516,469,1515,512,1283,509,text
1296,546,1550,543,1551,570,1297,573,text
65,853,160,850,161,868,66,871,text
199,844,338,839,339,861,200,866,text
82,881,127,880,128,895,83,896,text
230,876,289,875,290,896,231,897,text
75,908,116,911,115,930,74,927,text
212,905,292,905,292,924,212,924,text
383,840,486,845,485,864,382,859,text
557,840,640,840,640,862,557,862,text
404,870,449,873,448,891,403,888,text
562,874,625,873,626,892,563,893,text
402,899,442,903,440,921,400,917,text
546,898,632,901,631,921,545,918,text
714,844,818,844,818,863,714,863,text
881,842,987,845,986,866,880,863,text
741,872,786,872,786,890,741,890,text
907,874,966,875,965,895,906,894,text
741,899,785,900,784,919,740,918,text
891,899,978,902,977,920,890,917,text
1052,846,1157,849,1156,867,1051,864,text
1085,874,1131,877,1130,894,1084,891,text
1088,903,1132,904,1131,922,1087,921,text
1213,846,1329,847,1328,868,1212,867,text
1249,878,1306,877,1307,899,1250,900,text
1240,905,1327,906,1326,924,1239,923,text
1388,851,1497,848,1498,867,1389,870,text
1552,845,1663,842,1664,865,1553,868,text
1429,876,1475,879,1474,899,1428,896,text
1593,880,1651,875,1653,898,1595,903,text
1435,908,1481,909,1480,926,1434,925,text
1588,905,1674,905,1674,927,1588,927,text
