782,993,829,1007,824,1024,777,1010,text
758,345,928,276,939,304,769,373,text
765,383,810,365,817,383,772,401,text
756,422,881,382,892,415,767,455,text
762,461,859,433,866,454,769,482,text
760,498,931,460,939,495,768,533,text
762,543,859,519,865,545,768,569,text
757,580,942,555,947,590,762,615,text
758,624,856,610,860,633,762,647,text
758,689,926,680,927,716,759,725,text
757,730,851,729,852,752,758,753,text
755,766,857,771,856,809,754,804,text
754,810,847,816,846,840,753,834,text
805,856,854,863,850,892,801,885,text
803,891,876,902,872,923,799,912,text
